Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
element honda,26,26,320,13,0.94,https://llantasneumaticos.com/size/honda/element/,0,0,0.00,0.03,0,"[66,66,81,81,81,66,44,66,0,0,100,0]",2026-03-19,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
sail chevrolet 2012,73,73,40,16,0.00,https://llantasneumaticos.com/size/chevrolet/sail/,0,0,0.00,0.33,10100000,"[14,14,14,100,64,14,14,14,78,14,14,14]",2026-02-16,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
f-8c,73,73,50,14,0.00,https://llantasneumaticos.com/size/microcar/f8c/,0,0,0.00,0.14,0,"[100,7,0,0,0,0,0,0,53,34,0,65]",2026-03-15,"Knowledge panel, Video, Image, Popular products, Related searches","informational, transactional",Organic
size significado en español,98,98,50,29,0.00,https://llantasneumaticos.com/size/subaru/uncharted/2026/,0,0,0.00,0.33,61200000,"[14,78,14,14,14,78,14,14,14,14,100,100]",2026-02-27,"Instant answer, Video, People also ask, Related searches",informational,Organic
marcas de neumáticos chinos,66,66,70,16,0.00,https://llantasneumaticos.com/?afdtoken=%27+AND+%28SELECT+1+FROM%28SELECT+NAME_CONST%28USER%28%29%2C1%29%2CNAME_CONST%28USER%28%29%2C1%29%29a%29--&clkt=91&is=530x500&nb=0&nm=6&nx=325&ny=88%27&pcsa=false&query=car+wheel+diameter&ts=fenszwfuugvwcgvybwludejsywnrfhw1y2u4nhxidwnrzxqwmtf8fhx8fhw2ndu5zgzizjc2mdqxfhx8mty4mzyxmtu4my40odgxfge4nzi1oti0mtziyzcwmjjhmmziotvjyjzhm2m5zdlkmmyymwy5ndn8fhx8fdf8fdb8mhx8fhwxfhx8fhwwfdb8fhx8fhx8fhx8mhwwfhwwfhx8mhwwffcxmd18fdf8vzewpxwwzjbiy2zjn2flogjkztexywqxmgjlngy4mwy3nmvjzwy1nwzhmtu5fdb8zhatdgvhbwludgvybmv0mtjfm3bofdb8ma%3D%3D%27%27123,0,0,0.00,0.93,1720000,"[81,45,63,63,36,45,81,63,45,63,63,36]",2026-03-23,"Image pack, Video, Popular products, Related searches",informational,Organic
chevrolet captiva 2011,41,41,40,18,0.10,https://llantasneumaticos.com/size/chevrolet/captiva/2011/,0,0,0.00,0.3,27000000,"[1,1,7,1,1,1,1,1,1,5,1,1]",2026-02-17,"Image pack, Video, Image, People also ask","informational, transactional",Organic
ruedas 235 45 r18,37,37,70,8,0.20,https://llantasneumaticos.com/tire/iso-metric-235-45-R-18/,0,0,0.00,1,0,"[41,29,64,52,52,41,41,41,52,41,41,41]",2026-03-11,"Popular products, Related searches",commercial,Organic
mustang ford gt500,37,37,1300,21,0.02,https://llantasneumaticos.com/size/ford/mustang-shelby-gt500/,0,0,0.00,0.21,0,"[52,46,46,46,52,52,52,100,84,84,68,68]",2026-03-12,"Image pack, Video, Image, Video Carousel, Related searches",informational,Organic
lancia delta del 2009,56,56,50,16,0.00,https://llantasneumaticos.com/size/lancia/delta/2009/,0,0,0.00,0.07,116,"[14,14,78,100,14,14,14,14,78,14,14,14]",2026-03-10,"Video, Image, AI overview",informational,Organic
citroen jumpy 2020,2,2,50,21,0.21,https://llantasneumaticos.com/size/citroen/jumpy/2020/,0,0,0.00,0.83,0,"[6,15,15,12,12,21,15,21,12,15,12,15]",2026-03-08,"Image pack, Video, Image, Video Carousel, Related searches, AI overview","informational, transactional",Image pack
n40 0,72,72,40,25,0.40,https://llantasneumaticos.com/size/chevrolet/n400/2021/,0,0,0.00,0.06,12600000,"[100,29,5,5,41,17,0,41,0,11,11,29]",2026-02-01,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
peugeot 208 width,27,27,50,14,0.43,https://llantasneumaticos.com/size/peugeot/208/,0,0,0.00,0.14,102,"[11,64,11,64,11,11,82,11,11,11,11,11]",2026-03-04,"Image pack, Image, People also ask, Related searches, AI overview",informational,Organic
calculadora de equivalencia de neumáticos,40,40,40,22,0.02,https://llantasneumaticos.com/calc/,0,0,0.00,0.05,11300,"[4,5,5,4,6,4,6,4,6,6,9,5]",2026-03-26,Related searches,informational,Organic
2010 hyundai santa,49,49,210,18,0.06,https://llantasneumaticos.com/size/hyundai/santa-fe/2010/?ysclid=mk9eooz2nt366242268,0,0,0.00,0.3,59900000,"[80,65,100,100,0,100,100,100,65,100,80,80]",2026-03-04,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
2010 hyundai santa,82,82,210,18,0.06,https://llantasneumaticos.com/size/hyundai/santa-fe/cm-2010-2012/,0,0,0.00,0.3,59900000,"[80,65,100,100,0,100,100,100,65,100,80,80]",2026-03-04,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
2010 hyundai santa,97,97,210,18,0.06,https://llantasneumaticos.com/size/hyundai/santa-fe/cm-2010-2012/,0,0,0.00,0.3,59900000,"[80,65,100,100,0,100,100,100,65,100,80,80]",2026-03-04,"Image pack, Video, Image, People also ask, Related searches, AI overview",informational,Organic
neumaticos citroen c4,23,23,50,8,0.25,https://llantasneumaticos.com/size/citroen/c4-cactus/,0,0,0.00,0.98,200,"[50,35,78,28,78,14,35,50,14,50,21,21]",2026-03-21,"Video, Popular products, Related searches","informational, transactional",Organic
neumaticos citroen c4,37,37,50,8,0.25,https://llantasneumaticos.com/size/citroen/c4/2021/,0,0,0.00,0.98,200,"[50,35,78,28,78,14,35,50,14,50,21,21]",2026-03-21,"Video, Popular products, Related searches","informational, transactional",Organic
neumaticos citroen c4,44,44,50,8,0.25,https://llantasneumaticos.com/size/citroen/c4/,0,0,0.00,0.98,200,"[50,35,78,28,78,14,35,50,14,50,21,21]",2026-03-21,"Video, Popular products, Related searches","informational, transactional",Organic
neumaticos citroen c4,64,64,50,8,0.25,https://llantasneumaticos.com/size/citroen/c4/2021/,0,0,0.00,0.98,200,"[50,35,78,28,78,14,35,50,14,50,21,21]",2026-03-21,"Video, Popular products, Related searches","informational, transactional",Organic
15 ford fiesta,25,25,590,20,0.11,https://llantasneumaticos.com/size/ford/fiesta/,0,0,0.00,0.84,0,"[81,81,81,81,81,100,81,81,81,81,81,66]",2026-03-17,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
auto skoda fabia 2006,18,18,260,17,0.22,https://llantasneumaticos.com/size/skoda/fabia/2006/,0,0,0.00,0.03,0,"[81,53,100,81,65,65,81,81,100,100,81,81]",2026-03-10,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
97 grand cherokee,18,18,70,25,0.00,https://llantasneumaticos.com/size/jeep/grand-cherokee/1997/,0,0,0.00,0.06,128,"[52,52,52,9,52,9,66,33,9,9,9,9]",2026-03-15,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
97 grand cherokee,53,53,70,25,0.00,https://llantasneumaticos.com/size/jeep/cherokee/1997/,0,0,0.00,0.06,128,"[52,52,52,9,52,9,66,33,9,9,9,9]",2026-03-15,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
for ranger 2005,16,16,90,20,0.00,https://llantasneumaticos.com/size/ford/ranger/2005/,0,0,0.00,0.06,156000000,"[19,15,3,3,53,65,100,42,11,11,15,42]",2026-02-02,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
for ranger 2005,18,18,90,20,0.00,https://llantasneumaticos.com/size/ford/ranger/2005/,0,0,0.00,0.06,156000000,"[19,15,3,3,53,65,100,42,11,11,15,42]",2026-02-02,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
fiat scudo 2005,8,8,110,16,0.14,https://llantasneumaticos.com/size/fiat/scudo/2005/,0,0,0.00,0.04,3290000,"[78,78,78,78,64,78,78,100,100,78,78,50]",2026-02-27,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
land cruiser 2009,14,14,40,17,0.02,https://llantasneumaticos.com/size/toyota/land-cruiser/2009/,0,0,0.00,0.13,50400000,"[14,14,14,14,14,78,14,14,14,14,100,14]",2026-02-15,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
gt 350,88,88,90,13,0.00,https://llantasneumaticos.com/size/ford/mustang-shelby-gt350/,0,0,0.00,0.13,0,"[5,5,5,35,5,35,35,5,100,28,17,17]",2026-03-09,"Image pack, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
l 308 s,93,93,70,8,0.14,https://llantasneumaticos.com/size/peugeot/308s/2018/,0,0,0.00,1,467000000,"[63,81,81,81,63,63,63,81,63,63,63,63]",2026-02-25,"Video, Video Carousel, Popular products, Related searches",informational,Organic
hyundai h1 año 2006,16,16,50,18,0.00,https://llantasneumaticos.com/size/hyundai/h1/2006/,0,0,0.00,0.04,8510000,"[28,14,78,28,78,100,50,64,14,14,14,14]",2026-02-18,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
hyundai h1 año 2006,86,86,50,18,0.00,https://llantasneumaticos.com/size/hyundai/h1/,0,0,0.00,0.04,8510000,"[28,14,78,28,78,100,50,64,14,14,14,14]",2026-02-18,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
ram 1500 rho,41,41,50,15,0.00,https://llantasneumaticos.com/size/ram/1500-rho/,0,0,0.00,0,0,"[17,17,100,41,17,29,64,23,17,29,11,29]",2026-03-18,"Image pack, Sitelinks, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
llantas para ford focus,21,21,50,4,0.07,https://llantasneumaticos.com/size/ford/focus/,0,0,0.00,0.97,0,"[14,14,50,14,21,35,35,14,50,35,50,78]",2026-03-14,"Video, Image, Popular products, Related searches",commercial,Organic
honda civic honda civic 2007,67,67,1000,21,0.03,https://llantasneumaticos.com/size/honda/civic/2007/,0,0,0.00,0.19,87900000,"[67,76,67,100,76,67,76,76,76,76,76,67]",2026-02-06,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
landy,91,91,170,34,0.00,https://llantasneumaticos.com/size/suzuki/landy/,0,0,0.00,0,16300000,"[23,23,35,100,53,53,53,35,43,35,53,66]",2026-03-05,"Knowledge panel, Image pack, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
caliber caliber,73,73,590,25,0.00,https://llantasneumaticos.com/size/dodge/caliber/,0,0,0.00,0.04,108000000,"[36,36,36,36,36,36,36,36,24,36,36,36]",2026-02-06,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
candy marca,79,79,110,18,0.40,https://llantasneumaticos.com/size/dfsk/candy/,0,0,0.00,0.65,74100000,"[52,66,42,42,33,52,33,66,52,52,52,80]",2026-02-18,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
candy marca,85,85,110,18,0.40,https://llantasneumaticos.com/size/dfsk/candy/,0,0,0.00,0.65,74100000,"[52,66,42,42,33,52,33,66,52,52,52,80]",2026-02-18,"Image pack, Sitelinks, Video, Image, People also ask, Related searches",navigational,Organic
ford tourneo courier 2015,18,18,140,14,0.12,https://llantasneumaticos.com/size/ford/tourneo-courier/2015/,0,0,0.00,0.93,0,"[42,52,52,33,80,42,100,80,52,80,66,52]",2026-03-07,"Image pack, Video, Image, Related searches",informational,Organic
vauxhall zafira,27,27,90,19,0.00,https://llantasneumaticos.com/size/vauxhall/zafira-tourer/,0,0,0.00,0.16,11300000,"[15,9,6,9,12,19,15,15,15,12,9,9]",2026-02-05,"Image pack, Video, Image, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
23560 r16,34,34,110,9,0.15,https://llantasneumaticos.com/tire/iso-metric-235-60-R-16/,0,0,0.00,0.99,4160000,"[82,82,100,100,82,82,64,82,0,0,64,0]",2026-03-29,"Image, Popular products, Related searches","commercial, informational",Organic
mondeo ford 2004,59,59,390,22,0.42,https://llantasneumaticos.com/size/ford/mondeo/2004/,0,0,0.00,0.09,0,"[100,100,100,100,81,81,81,81,81,81,81,66]",2026-03-14,"Image pack, Video, Image, Related searches",informational,Organic
honda civic type r 2019,26,26,170,17,0.08,https://llantasneumaticos.com/size/honda/civic-type-r/2019/,0,0,0.00,0.22,122,"[66,66,66,52,100,80,80,100,100,80,66,66]",2026-03-22,"Image pack, Video, Image, Related searches, AI overview",informational,Organic
mercedes-benz cls-class 2015,26,26,50,19,0.00,https://llantasneumaticos.com/size/mercedes/cls-class-amg/2015/,0,0,0.00,0,10700000,"[78,50,0,0,0,0,0,0,100,100,50,0]",2026-03-01,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
x1 dimensiones,54,54,70,12,0.85,https://llantasneumaticos.com/size/bmw/x1/,0,0,0.00,0.07,0,"[29,41,29,29,23,29,23,52,100,41,29,41]",2026-03-06,"Image pack, Video, Image, Related searches",informational,Organic
aros coche,82,82,140,15,0.43,https://llantasneumaticos.com/size/aro/,0,0,0.00,0.21,14000000,"[100,100,82,82,64,100,64,100,100,100,100,23]",2026-02-25,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
aros coche,90,90,140,15,0.43,https://llantasneumaticos.com/size/?a=JJJ47QQQ&action=JJJ1QQQ&ajax=JJJ32QQQ&c=JJJ15QQQ&charset=JJJ24QQQ&code=JJJ10QQQ&comment=JJJ30QQQ&content=JJJ29QQQ&continue=JJJ70QQQ&data=JJJ16QQQ&dest=JJJ68QQQ&dir=JJJ56QQQ&do=JJJ49QQQ&edit=JJJ42QQQ&email=JJJ6QQQ&error=JJJ36QQQ&f=JJJ4QQQ&file=JJJ8QQQ&filename=JJJ60QQQ&filter=JJJ44QQQ&format=JJJ39QQQ&group=JJJ63QQQ&h=JJJ58QQQ&key=JJJ21QQQ&limit=JJJ48QQQ&m=JJJ66QQQ&mode=JJJ17QQQ&next=JJJ72QQQ&offse&_ga=2.192985837.119769068.1770630787-681554480.1770630787,0,0,0.00,0.21,14000000,"[100,100,82,82,64,100,64,100,100,100,100,23]",2026-02-25,"Image pack, Video, Image, Video Carousel, People also ask, Popular products, Related searches","informational, transactional",Organic
lada 1200,16,16,40,13,0.00,https://llantasneumaticos.com/size/lada/1200/,0,0,0.00,0.03,15900000,"[14,14,14,14,14,14,100,100,14,14,14,14]",2026-03-25,"Image pack, Video, Image, Related searches",informational,Organic
chevrolet cavaliers,18,18,140,17,0.00,https://llantasneumaticos.com/size/chevrolet/cavalier/,0,0,0.00,0.03,0,"[53,53,53,53,53,65,100,65,53,0,0,0]",2026-03-06,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
ich x k2,27,27,140,13,0.20,https://llantasneumaticos.com/size/ich-x/k2/,0,0,0.00,0.18,11900000,"[23,17,5,7,0,100,23,23,66,82,43,43]",2026-02-18,"Knowledge panel, Video, Image, Video Carousel, People also ask, Related searches","informational, transactional",Organic
2007 pathfinder,26,26,140,18,0.02,https://llantasneumaticos.com/size/nissan/pathfinder/2007/,0,0,0.00,0.14,0,"[65,53,65,65,65,65,42,42,53,53,100,42]",2026-03-11,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
2012 m class,38,38,110,19,0.02,https://llantasneumaticos.com/size/mercedes/m-class/2012/,0,0,0.00,0.34,1250000000,"[78,64,100,100,78,64,78,78,78,78,100,100]",2026-01-31,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
2012 m class,39,39,110,19,0.02,https://llantasneumaticos.com/size/mercedes/m-class/2012/,0,0,0.00,0.34,1250000000,"[78,64,100,100,78,64,78,78,78,78,100,100]",2026-01-31,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
accent 00,66,66,390,20,0.00,https://llantasneumaticos.com/size/hyundai/accent/2000/,0,0,0.00,0.05,189000000,"[81,100,81,100,66,81,81,81,81,81,100,81]",2026-02-05,"Image pack, Video, Image, People also ask, Related searches","informational, transactional",Organic
volkswagen sedan polo,92,92,50,31,0.00,https://llantasneumaticos.com/size/volkswagen/polo-sedan/,0,0,0.00,0.34,43800000,"[3,18,6,15,8,8,3,3,23,3,3,3]",2026-02-10,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
cls 2004 mercedes,84,84,70,18,0.00,https://llantasneumaticos.com/size/mercedes/cls-class/2004/,0,0,0.00,0.19,10800000,"[63,63,81,81,63,63,45,63,81,100,63,63]",2026-02-25,"Image pack, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
medidas citroen c3 2025,23,23,30,20,1.06,https://llantasneumaticos.com/size/citroen/c3/2025/,0,0,0.00,0.17,1280000,"[0,0,40,80,100,100,80,40,60,40,80,40]",2026-02-25,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
medidas citroen c3 2025,85,85,30,20,1.06,https://llantasneumaticos.com/,0,0,0.00,0.17,1280000,"[0,0,40,80,100,100,80,40,60,40,80,40]",2026-02-25,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
configuraciones de citroën c3 aircross,95,95,40,15,0.00,https://llantasneumaticos.com/,0,0,0.00,1,0,"[9,9,14,14,14,14,33,23,33,23,9,9]",2026-03-07,"Video, Image, Video Carousel, Related searches, AI overview","informational, transactional",Organic
ford tourneo courier medidas,37,37,170,12,0.59,https://llantasneumaticos.com/size/ford/tourneo-courier/,0,0,0.00,0.15,118,"[43,65,65,65,81,65,53,53,65,53,53,43]",2026-03-05,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
ruedas del kia sportage,16,16,70,7,0.25,https://llantasneumaticos.com/size/kia/sportage/,0,0,0.00,1,0,"[35,78,100,7,7,14,100,78,21,35,78,35]",2026-03-13,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
ruedas del kia sportage,21,21,70,7,0.25,https://llantasneumaticos.com/size/kia/sportage/2018/,0,0,0.00,1,0,"[35,78,100,7,7,14,100,78,21,35,78,35]",2026-03-13,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
ruedas del kia sportage,30,30,70,7,0.25,https://llantasneumaticos.com/size/kia/sportage/2020/,0,0,0.00,1,0,"[35,78,100,7,7,14,100,78,21,35,78,35]",2026-03-13,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
ruedas del kia sportage,57,57,70,7,0.25,https://llantasneumaticos.com/size/kia/sportage/2020/,0,0,0.00,1,0,"[35,78,100,7,7,14,100,78,21,35,78,35]",2026-03-13,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
ruedas del kia sportage,64,64,70,7,0.25,https://llantasneumaticos.com/size/kia/sportage/2013/?ysclid=mm9e8g0fzy106147373,0,0,0.00,1,0,"[35,78,100,7,7,14,100,78,21,35,78,35]",2026-03-13,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
ruedas del kia sportage,80,80,70,7,0.25,https://llantasneumaticos.com/size/kia/sportage/2013/,0,0,0.00,1,0,"[35,78,100,7,7,14,100,78,21,35,78,35]",2026-03-13,"Image pack, Video, Image, Popular products, Related searches",commercial,Organic
1998 toyota 4runner suv,51,51,40,19,0.00,https://llantasneumaticos.com/size/toyota/4runner/1998/,0,0,0.00,0.08,0,"[100,11,11,41,11,23,11,11,11,11,11,11]",2026-03-01,"Image pack, Video, Image, Video Carousel, Related searches","informational, transactional",Organic
convertidor de unidades de presion,85,85,140,23,0.00,https://llantasneumaticos.com/?nocache=1%27nvOpzp,0,0,0.00,0,834000,"[53,53,43,53,65,28,43,34,53,43,28,28]",2026-03-15,"Instant answer, Video, Video Carousel, Related searches, See results about",informational,Organic
peugeot partner 2013,12,12,70,19,0.22,https://llantasneumaticos.com/size/peugeot/partner/2013/?ysclid=mhxcy312q125671113,0,0,0.00,0.61,31200000,"[2,2,2,15,2,2,2,19,19,12,12,9]",2026-03-02,"Image pack, Video, Image, People also ask, Related searches",informational,Organic
m5 2007 bmw,83,83,70,14,0.00,https://llantasneumaticos.com/size/bmw/m5/2007/,0,0,0.00,0.01,0,"[81,18,18,18,63,63,63,63,63,81,63,63]",2026-03-12,"Image pack, Video, Image, Related searches","informational, transactional",Organic
